transaction id,transaction_type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000038514,P2M,Grocery,660,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,SBI,Android,4G,0,7,Thursday,0
TXN0000153513,Bill Payment,Transport,219,SUCCESS,46-55,18-25,Uttar Pradesh,HDFC,PNB,Android,3G,0,12,Friday,0
TXN0000149341,P2P,Entertainment,815,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,Yes Bank,iOS,4G,0,13,Sunday,1
TXN0000222820,P2P,Utilities,2981,SUCCESS,26-35,26-35,Rajasthan,ICICI,SBI,iOS,WiFi,0,16,Wednesday,0
TXN0000054337,Recharge,Food,279,SUCCESS,18-25,36-45,Telangana,Axis,HDFC,Android,4G,0,18,Saturday,1
TXN0000061170,Bill Payment,Food,210,SUCCESS,26-35,18-25,Karnataka,IndusInd,IndusInd,Web,4G,0,21,Monday,0
TXN0000008003,P2M,Transport,76,SUCCESS,26-35,26-35,Gujarat,SBI,Axis,Android,4G,0,11,Sunday,1
TXN0000172016,P2M,Food,1449,SUCCESS,36-45,26-35,Karnataka,HDFC,Yes Bank,Android,4G,0,7,Friday,0
TXN0000232794,P2P,Fuel,1268,SUCCESS,18-25,26-35,West Bengal,IndusInd,Yes Bank,iOS,WiFi,0,16,Friday,0
TXN0000101504,P2P,Grocery,398,SUCCESS,26-35,18-25,Andhra Pradesh,Kotak,HDFC,Android,4G,0,9,Friday,0
TXN0000054787,P2M,Utilities,1719,SUCCESS,18-25,18-25,Maharashtra,SBI,SBI,Android,4G,0,4,Sunday,1
TXN0000156504,P2P,Fuel,1624,SUCCESS,36-45,18-25,Tamil Nadu,HDFC,IndusInd,Android,4G,0,7,Wednesday,0
TXN0000093079,P2P,Education,5752,SUCCESS,18-25,36-45,West Bengal,SBI,Yes Bank,Android,5G,0,11,Tuesday,0
TXN0000151131,Bill Payment,Transport,301,SUCCESS,36-45,46-55,Andhra Pradesh,HDFC,SBI,iOS,WiFi,0,8,Friday,0
TXN0000229417,P2P,Shopping,561,SUCCESS,36-45,26-35,Delhi,IndusInd,ICICI,Android,5G,0,12,Thursday,0
TXN0000195685,P2P,Transport,199,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,IndusInd,Android,4G,0,18,Sunday,1
TXN0000155025,P2P,Grocery,158,SUCCESS,36-45,18-25,Maharashtra,HDFC,SBI,Android,5G,0,20,Tuesday,0
TXN0000059808,P2M,Fuel,613,SUCCESS,26-35,46-55,Karnataka,Kotak,SBI,Android,5G,0,17,Tuesday,0
TXN0000115829,P2P,Other,441,FAILED,18-25,18-25,Uttar Pradesh,SBI,IndusInd,Android,4G,0,18,Thursday,0
TXN0000120655,P2M,Education,1008,SUCCESS,26-35,26-35,Maharashtra,ICICI,ICICI,Android,3G,0,14,Tuesday,0
TXN0000110685,P2M,Grocery,95,SUCCESS,18-25,26-35,Uttar Pradesh,PNB,IndusInd,Android,4G,0,8,Friday,0
TXN0000149360,P2P,Transport,73,SUCCESS,36-45,36-45,Gujarat,Axis,HDFC,Android,5G,0,21,Saturday,1
TXN0000050211,P2M,Entertainment,161,FAILED,36-45,46-55,Telangana,HDFC,IndusInd,Android,WiFi,0,16,Saturday,1
TXN0000118832,P2M,Fuel,430,SUCCESS,56+,26-35,Karnataka,Axis,ICICI,Android,4G,0,11,Tuesday,0
TXN0000084699,Recharge,Grocery,2112,SUCCESS,26-35,56+,Uttar Pradesh,Kotak,HDFC,Android,5G,0,16,Friday,0
TXN0000067164,P2P,Other,2627,SUCCESS,36-45,26-35,Delhi,Axis,SBI,Android,4G,0,8,Wednesday,0
TXN0000042864,P2M,Education,2777,SUCCESS,46-55,36-45,Telangana,PNB,Kotak,Android,5G,0,19,Thursday,0
TXN0000218336,P2M,Fuel,703,SUCCESS,36-45,56+,Delhi,HDFC,Kotak,Android,5G,0,7,Monday,0
TXN0000207841,P2M,Other,610,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,ICICI,Android,5G,0,17,Thursday,0
TXN0000035429,P2M,Shopping,599,FAILED,46-55,36-45,Maharashtra,ICICI,SBI,Android,4G,0,12,Sunday,1
TXN0000070822,P2P,Other,344,SUCCESS,36-45,26-35,Telangana,HDFC,ICICI,Web,5G,0,20,Wednesday,0
TXN0000069518,Recharge,Grocery,1615,SUCCESS,26-35,46-55,Delhi,SBI,HDFC,iOS,5G,0,19,Monday,0
TXN0000091129,P2M,Shopping,791,SUCCESS,56+,36-45,Telangana,Yes Bank,SBI,Android,5G,0,12,Saturday,1
TXN0000216102,P2P,Other,563,FAILED,18-25,26-35,Telangana,Axis,HDFC,Android,WiFi,0,16,Thursday,0
TXN0000206904,P2P,Entertainment,488,SUCCESS,36-45,18-25,Uttar Pradesh,HDFC,IndusInd,iOS,5G,0,19,Friday,0
TXN0000211958,Bill Payment,Other,378,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,IndusInd,iOS,5G,0,18,Thursday,0
TXN0000118844,P2P,Transport,491,SUCCESS,46-55,18-25,Delhi,IndusInd,SBI,iOS,4G,0,18,Sunday,1
TXN0000165838,P2M,Grocery,951,SUCCESS,18-25,18-25,Uttar Pradesh,ICICI,ICICI,Android,5G,0,7,Monday,0
TXN0000091912,P2M,Shopping,3773,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Android,4G,0,21,Saturday,1
TXN0000235296,Bill Payment,Shopping,5992,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,SBI,Android,4G,0,11,Monday,0
TXN0000084041,P2P,Other,385,SUCCESS,26-35,26-35,West Bengal,Kotak,HDFC,Android,4G,0,21,Thursday,0
TXN0000201246,P2P,Food,62,SUCCESS,46-55,18-25,Karnataka,SBI,Axis,Android,4G,0,18,Friday,0
TXN0000109766,P2P,Fuel,799,SUCCESS,36-45,56+,Tamil Nadu,PNB,SBI,Android,4G,0,15,Wednesday,0
TXN0000080560,P2M,Other,795,SUCCESS,18-25,26-35,Maharashtra,HDFC,ICICI,Android,3G,0,13,Tuesday,0
TXN0000210863,P2P,Food,361,SUCCESS,36-45,36-45,Maharashtra,HDFC,Axis,Android,4G,0,22,Saturday,1
TXN0000051429,P2P,Other,454,SUCCESS,18-25,26-35,Telangana,Yes Bank,HDFC,Android,4G,0,9,Thursday,0
TXN0000006465,Recharge,Other,117,SUCCESS,26-35,26-35,Telangana,ICICI,Yes Bank,Android,5G,0,11,Saturday,1
TXN0000058742,Recharge,Shopping,5369,SUCCESS,26-35,26-35,Karnataka,SBI,Kotak,Android,4G,0,8,Wednesday,0
TXN0000229337,P2P,Education,4748,SUCCESS,18-25,46-55,Andhra Pradesh,SBI,HDFC,Android,4G,0,8,Monday,0
TXN0000103003,P2P,Transport,476,SUCCESS,36-45,18-25,Tamil Nadu,SBI,PNB,Android,4G,0,19,Sunday,1
TXN0000008309,P2P,Healthcare,1146,SUCCESS,46-55,26-35,Delhi,SBI,Kotak,iOS,4G,0,19,Wednesday,0
TXN0000243044,P2P,Transport,85,SUCCESS,26-35,46-55,Tamil Nadu,IndusInd,HDFC,iOS,4G,0,12,Wednesday,0
TXN0000124343,P2M,Fuel,282,SUCCESS,26-35,26-35,Tamil Nadu,SBI,ICICI,Android,4G,0,19,Monday,0
TXN0000066263,P2P,Food,2098,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,PNB,Android,4G,0,10,Monday,0
TXN0000136356,Recharge,Grocery,371,SUCCESS,26-35,46-55,Karnataka,ICICI,HDFC,Android,WiFi,0,15,Wednesday,0
TXN0000165651,Bill Payment,Entertainment,283,SUCCESS,26-35,26-35,Gujarat,SBI,IndusInd,iOS,WiFi,0,18,Tuesday,0
TXN0000010776,Bill Payment,Education,8947,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,PNB,Android,WiFi,0,19,Thursday,0
TXN0000160207,P2P,Entertainment,273,SUCCESS,36-45,46-55,Telangana,IndusInd,IndusInd,Android,5G,0,16,Sunday,1
TXN0000161680,P2M,Entertainment,80,SUCCESS,36-45,26-35,Rajasthan,HDFC,PNB,Android,4G,0,17,Sunday,1
TXN0000199520,Bill Payment,Fuel,397,SUCCESS,26-35,26-35,Tamil Nadu,PNB,Axis,iOS,WiFi,0,19,Tuesday,0
TXN0000149303,P2P,Entertainment,1149,SUCCESS,26-35,36-45,Tamil Nadu,SBI,IndusInd,iOS,WiFi,0,14,Monday,0
TXN0000154961,Bill Payment,Grocery,359,SUCCESS,26-35,56+,Gujarat,IndusInd,SBI,Android,4G,0,19,Tuesday,0
TXN0000121289,Recharge,Food,771,SUCCESS,26-35,18-25,Telangana,Yes Bank,HDFC,iOS,3G,0,9,Thursday,0
TXN0000040097,P2P,Utilities,7924,SUCCESS,26-35,56+,Delhi,PNB,Axis,Android,4G,0,8,Tuesday,0
TXN0000187991,P2M,Entertainment,267,SUCCESS,26-35,36-45,Karnataka,Axis,SBI,Android,4G,0,11,Tuesday,0
TXN0000058124,P2P,Grocery,194,SUCCESS,26-35,26-35,Karnataka,PNB,SBI,Android,4G,0,23,Thursday,0
TXN0000025054,P2P,Grocery,1277,SUCCESS,56+,18-25,Andhra Pradesh,Kotak,ICICI,Android,4G,0,13,Wednesday,0
TXN0000169958,P2P,Grocery,400,SUCCESS,18-25,26-35,Uttar Pradesh,PNB,IndusInd,Android,5G,0,9,Saturday,1
TXN0000107523,Bill Payment,Food,1718,SUCCESS,18-25,56+,Andhra Pradesh,Kotak,IndusInd,Android,4G,0,9,Wednesday,0
TXN0000224971,P2M,Other,1706,SUCCESS,18-25,36-45,Delhi,Yes Bank,SBI,Android,4G,0,14,Friday,0
TXN0000090478,P2M,Food,759,SUCCESS,26-35,26-35,West Bengal,HDFC,ICICI,Android,4G,0,19,Thursday,0
TXN0000043482,P2M,Other,2757,FAILED,26-35,26-35,Karnataka,SBI,SBI,iOS,5G,0,17,Wednesday,0
TXN0000006306,P2M,Grocery,257,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,Axis,Android,4G,0,16,Tuesday,0
TXN0000131908,P2M,Food,186,SUCCESS,18-25,26-35,Tamil Nadu,HDFC,SBI,Android,4G,0,19,Saturday,1
TXN0000025740,P2P,Healthcare,1085,SUCCESS,46-55,26-35,Karnataka,Axis,ICICI,Android,4G,0,11,Saturday,1
TXN0000222705,P2P,Healthcare,1030,SUCCESS,18-25,26-35,Karnataka,Axis,Kotak,Android,3G,0,13,Thursday,0
TXN0000239969,P2P,Utilities,1519,SUCCESS,26-35,18-25,Maharashtra,HDFC,IndusInd,Web,5G,0,17,Wednesday,0
TXN0000068324,P2M,Grocery,207,FAILED,18-25,18-25,Tamil Nadu,PNB,HDFC,Web,3G,0,19,Friday,0
TXN0000129627,P2M,Utilities,1200,SUCCESS,26-35,36-45,Maharashtra,HDFC,Yes Bank,Android,4G,0,22,Wednesday,0
TXN0000182953,P2P,Entertainment,542,SUCCESS,36-45,26-35,Delhi,ICICI,Kotak,iOS,4G,0,21,Saturday,1
TXN0000243799,Bill Payment,Shopping,1545,SUCCESS,18-25,26-35,West Bengal,PNB,SBI,Android,5G,0,11,Saturday,1
TXN0000215235,P2P,Entertainment,124,SUCCESS,36-45,18-25,Delhi,Kotak,Kotak,iOS,5G,0,21,Tuesday,0
TXN0000120264,P2P,Food,128,SUCCESS,26-35,18-25,Karnataka,SBI,ICICI,Android,4G,0,13,Thursday,0
TXN0000022487,Bill Payment,Entertainment,541,SUCCESS,36-45,18-25,Uttar Pradesh,Kotak,Yes Bank,Android,5G,0,2,Wednesday,0
TXN0000242999,P2M,Education,1402,SUCCESS,46-55,26-35,Delhi,SBI,HDFC,Android,5G,0,13,Saturday,1
TXN0000196853,P2P,Grocery,323,SUCCESS,26-35,26-35,Tamil Nadu,SBI,ICICI,iOS,4G,0,18,Monday,0
TXN0000010208,P2M,Food,783,SUCCESS,26-35,18-25,Gujarat,SBI,SBI,Web,4G,0,16,Sunday,1
TXN0000145344,P2M,Entertainment,506,SUCCESS,18-25,18-25,Karnataka,Axis,Kotak,Android,WiFi,0,14,Monday,0
TXN0000111077,P2M,Grocery,151,SUCCESS,46-55,26-35,Tamil Nadu,Kotak,IndusInd,Android,5G,0,12,Saturday,1
TXN0000135833,P2M,Grocery,2954,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,ICICI,iOS,4G,0,17,Saturday,1
TXN0000077995,P2P,Shopping,533,SUCCESS,26-35,26-35,Telangana,IndusInd,ICICI,Android,4G,0,19,Tuesday,0
TXN0000030462,P2P,Food,314,SUCCESS,56+,36-45,Tamil Nadu,IndusInd,Axis,Android,5G,0,11,Friday,0
TXN0000132152,P2P,Fuel,1727,SUCCESS,36-45,18-25,Delhi,HDFC,PNB,iOS,4G,0,19,Saturday,1
TXN0000092173,P2M,Utilities,12520,SUCCESS,18-25,18-25,Delhi,HDFC,Yes Bank,Android,5G,0,17,Sunday,1
TXN0000042914,P2P,Food,799,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,PNB,iOS,4G,0,13,Monday,0
TXN0000117667,Recharge,Shopping,5869,SUCCESS,36-45,26-35,Tamil Nadu,HDFC,SBI,iOS,3G,0,14,Friday,0
TXN0000082807,P2P,Shopping,3906,SUCCESS,36-45,18-25,Tamil Nadu,Kotak,IndusInd,iOS,4G,0,18,Saturday,1
TXN0000110449,P2M,Food,413,FAILED,26-35,26-35,Delhi,PNB,SBI,Android,5G,0,20,Friday,0
TXN0000198351,P2M,Other,494,SUCCESS,18-25,18-25,Telangana,SBI,IndusInd,Android,5G,0,21,Monday,0
TXN0000238058,P2M,Grocery,1899,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,Yes Bank,Android,3G,0,10,Monday,0
TXN0000093475,P2M,Transport,71,SUCCESS,26-35,46-55,Karnataka,PNB,Axis,Android,5G,0,20,Wednesday,0
TXN0000062492,P2M,Fuel,636,SUCCESS,26-35,18-25,Telangana,PNB,PNB,Android,4G,0,8,Thursday,0
TXN0000193120,P2P,Fuel,408,SUCCESS,18-25,26-35,Uttar Pradesh,PNB,Axis,Android,4G,0,8,Saturday,1
TXN0000071636,P2P,Food,111,SUCCESS,36-45,18-25,Telangana,SBI,Kotak,Web,4G,0,2,Tuesday,0
TXN0000091556,P2M,Healthcare,285,SUCCESS,26-35,18-25,Gujarat,Axis,IndusInd,Android,4G,0,15,Monday,0
TXN0000177877,P2P,Shopping,6682,SUCCESS,26-35,18-25,Gujarat,HDFC,HDFC,Android,4G,0,12,Friday,0
TXN0000018071,P2P,Transport,45,SUCCESS,26-35,26-35,West Bengal,ICICI,PNB,iOS,5G,0,1,Friday,0
TXN0000032089,P2P,Food,1727,SUCCESS,18-25,56+,Delhi,ICICI,Yes Bank,Android,4G,0,21,Friday,0
TXN0000160830,P2M,Fuel,774,SUCCESS,36-45,36-45,Telangana,SBI,PNB,Android,4G,0,19,Wednesday,0
TXN0000120545,P2P,Transport,1183,SUCCESS,46-55,36-45,Maharashtra,Kotak,Yes Bank,Android,4G,0,18,Monday,0
TXN0000133960,P2P,Food,454,SUCCESS,26-35,26-35,Maharashtra,ICICI,Yes Bank,Android,4G,0,18,Friday,0
TXN0000027625,P2P,Grocery,979,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,iOS,4G,0,5,Thursday,0
TXN0000028928,P2P,Grocery,1256,SUCCESS,26-35,26-35,Andhra Pradesh,Axis,HDFC,Web,5G,0,17,Monday,0
TXN0000060655,P2M,Fuel,1368,SUCCESS,36-45,36-45,Gujarat,ICICI,PNB,Android,5G,0,10,Sunday,1
TXN0000105925,Bill Payment,Shopping,6547,SUCCESS,36-45,26-35,Gujarat,HDFC,ICICI,Android,4G,0,16,Tuesday,0
TXN0000203614,P2P,Entertainment,106,SUCCESS,36-45,18-25,Maharashtra,SBI,SBI,Android,4G,0,20,Sunday,1
TXN0000081472,P2P,Education,9896,SUCCESS,26-35,26-35,Karnataka,HDFC,HDFC,iOS,4G,0,21,Tuesday,0
TXN0000061036,P2P,Other,827,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,IndusInd,Android,4G,0,20,Sunday,1
TXN0000181562,P2P,Food,182,SUCCESS,18-25,56+,Maharashtra,SBI,IndusInd,iOS,4G,0,16,Saturday,1
TXN0000031602,P2P,Food,86,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,ICICI,Android,5G,0,19,Friday,0
TXN0000160134,P2P,Shopping,741,SUCCESS,18-25,18-25,Delhi,Axis,Kotak,Android,5G,0,18,Sunday,1
TXN0000249368,Recharge,Grocery,418,SUCCESS,36-45,56+,West Bengal,SBI,SBI,Android,4G,0,13,Monday,0
TXN0000241767,P2M,Shopping,1626,SUCCESS,36-45,26-35,Telangana,HDFC,HDFC,iOS,5G,0,16,Sunday,1
TXN0000203503,P2M,Utilities,1847,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,PNB,Android,4G,0,0,Thursday,0
TXN0000108178,P2M,Fuel,762,SUCCESS,26-35,56+,Maharashtra,SBI,Axis,Android,5G,0,22,Tuesday,0
TXN0000148867,P2M,Entertainment,302,SUCCESS,18-25,18-25,Uttar Pradesh,ICICI,IndusInd,Web,WiFi,0,9,Wednesday,0
TXN0000081913,P2P,Utilities,1438,SUCCESS,18-25,36-45,Gujarat,ICICI,Kotak,Android,4G,0,11,Monday,0
TXN0000113429,Recharge,Food,311,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,PNB,Android,5G,0,8,Monday,0
TXN0000107670,P2M,Other,315,SUCCESS,36-45,18-25,Delhi,PNB,ICICI,iOS,4G,0,21,Sunday,1
TXN0000154627,P2M,Other,1275,SUCCESS,26-35,26-35,Tamil Nadu,PNB,PNB,iOS,4G,0,20,Sunday,1
TXN0000076313,P2P,Fuel,1800,SUCCESS,18-25,18-25,Rajasthan,PNB,SBI,Android,4G,0,13,Wednesday,0
TXN0000243549,P2P,Transport,41,SUCCESS,36-45,18-25,Delhi,SBI,Axis,Android,4G,0,7,Saturday,1
TXN0000023960,P2P,Grocery,462,SUCCESS,46-55,26-35,Maharashtra,HDFC,Yes Bank,iOS,5G,0,14,Tuesday,0
TXN0000106750,P2P,Utilities,2191,SUCCESS,18-25,36-45,Delhi,PNB,HDFC,Android,4G,0,12,Wednesday,0
TXN0000036878,P2P,Transport,444,SUCCESS,36-45,46-55,Rajasthan,SBI,HDFC,Android,WiFi,0,17,Saturday,1
TXN0000059501,P2M,Other,1186,SUCCESS,18-25,36-45,Gujarat,ICICI,ICICI,Android,4G,0,20,Thursday,0
TXN0000137718,P2P,Grocery,967,SUCCESS,56+,46-55,Karnataka,Kotak,ICICI,Android,5G,0,12,Monday,0
TXN0000068927,P2M,Healthcare,238,SUCCESS,18-25,56+,Andhra Pradesh,PNB,SBI,Android,4G,0,19,Friday,0
TXN0000234887,Bill Payment,Entertainment,191,SUCCESS,36-45,56+,Tamil Nadu,IndusInd,Yes Bank,Android,4G,0,7,Saturday,1
TXN0000029985,P2P,Transport,207,SUCCESS,26-35,36-45,Andhra Pradesh,Yes Bank,Kotak,Android,4G,0,16,Wednesday,0
TXN0000015038,Recharge,Grocery,3102,SUCCESS,26-35,18-25,Telangana,SBI,Axis,Android,5G,0,10,Monday,0
TXN0000010025,P2P,Healthcare,337,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,Yes Bank,Android,WiFi,0,18,Sunday,1
TXN0000189934,P2M,Fuel,745,SUCCESS,26-35,18-25,Karnataka,ICICI,Yes Bank,iOS,4G,0,15,Thursday,0
TXN0000028180,Bill Payment,Food,212,SUCCESS,36-45,26-35,Gujarat,HDFC,HDFC,Android,4G,0,16,Wednesday,0
TXN0000097240,P2P,Food,1273,SUCCESS,26-35,26-35,West Bengal,ICICI,ICICI,Android,3G,0,15,Thursday,0
TXN0000227349,Bill Payment,Fuel,1616,SUCCESS,18-25,18-25,West Bengal,SBI,Axis,iOS,3G,0,16,Sunday,1
TXN0000242718,P2P,Shopping,870,SUCCESS,26-35,18-25,Telangana,Yes Bank,IndusInd,Android,5G,0,10,Monday,0
TXN0000110642,P2M,Food,270,SUCCESS,18-25,18-25,Uttar Pradesh,Axis,HDFC,iOS,4G,0,0,Wednesday,0
TXN0000185930,P2P,Food,1744,SUCCESS,46-55,46-55,Telangana,SBI,Yes Bank,iOS,5G,0,17,Wednesday,0
TXN0000087903,P2P,Entertainment,1067,SUCCESS,18-25,26-35,Rajasthan,Axis,SBI,Android,5G,0,18,Wednesday,0
TXN0000133317,P2P,Shopping,262,SUCCESS,36-45,18-25,Telangana,ICICI,IndusInd,iOS,WiFi,0,0,Monday,0
TXN0000004137,P2M,Food,79,SUCCESS,36-45,36-45,Gujarat,HDFC,SBI,Web,4G,0,9,Monday,0
TXN0000141707,P2M,Food,1110,SUCCESS,18-25,26-35,Tamil Nadu,Kotak,HDFC,iOS,WiFi,0,23,Thursday,0
TXN0000064882,Recharge,Utilities,1489,SUCCESS,18-25,46-55,Karnataka,Axis,HDFC,Android,4G,0,21,Wednesday,0
TXN0000211208,Bill Payment,Other,195,SUCCESS,26-35,26-35,West Bengal,SBI,Axis,Android,4G,0,12,Friday,0
TXN0000122776,P2P,Food,2303,SUCCESS,18-25,26-35,Rajasthan,SBI,IndusInd,Android,5G,0,21,Monday,0
TXN0000130831,Bill Payment,Entertainment,155,SUCCESS,18-25,36-45,Tamil Nadu,HDFC,Axis,iOS,4G,0,18,Monday,0
TXN0000216587,P2P,Transport,1776,SUCCESS,36-45,18-25,West Bengal,SBI,SBI,Android,4G,0,19,Friday,0
TXN0000079466,P2P,Utilities,705,SUCCESS,46-55,36-45,West Bengal,HDFC,Kotak,Web,5G,0,17,Sunday,1
TXN0000144130,P2P,Transport,527,SUCCESS,36-45,26-35,Delhi,PNB,SBI,Android,4G,0,13,Tuesday,0
TXN0000232260,Bill Payment,Shopping,760,SUCCESS,18-25,26-35,Andhra Pradesh,HDFC,Kotak,iOS,4G,0,10,Friday,0
TXN0000029512,P2P,Other,2064,SUCCESS,26-35,18-25,Maharashtra,Kotak,SBI,iOS,4G,0,13,Sunday,1
TXN0000227000,P2M,Utilities,2591,SUCCESS,36-45,26-35,Rajasthan,PNB,SBI,iOS,4G,0,13,Sunday,1
TXN0000164745,P2P,Healthcare,180,SUCCESS,36-45,26-35,Andhra Pradesh,SBI,SBI,iOS,5G,0,13,Wednesday,0
TXN0000183735,P2P,Utilities,2563,SUCCESS,18-25,26-35,West Bengal,ICICI,PNB,Android,4G,0,20,Thursday,0
TXN0000210449,P2M,Food,206,SUCCESS,18-25,36-45,Andhra Pradesh,ICICI,Axis,Android,5G,0,11,Wednesday,0
TXN0000005270,P2M,Other,333,FAILED,18-25,18-25,Uttar Pradesh,Yes Bank,HDFC,Android,4G,0,13,Saturday,1
TXN0000096567,P2M,Food,189,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,IndusInd,Android,4G,0,10,Wednesday,0
TXN0000247200,P2P,Grocery,3296,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,Android,4G,0,19,Monday,0
TXN0000055124,P2P,Other,353,SUCCESS,26-35,56+,Delhi,Kotak,HDFC,iOS,4G,0,12,Thursday,0
TXN0000133169,P2P,Utilities,3073,FAILED,26-35,26-35,Karnataka,IndusInd,Kotak,Android,4G,0,12,Friday,0
TXN0000003160,P2P,Shopping,1213,SUCCESS,18-25,26-35,West Bengal,Kotak,SBI,iOS,4G,0,23,Friday,0
TXN0000093423,P2P,Utilities,1897,SUCCESS,26-35,18-25,Delhi,ICICI,PNB,Android,4G,0,7,Tuesday,0
TXN0000221469,P2P,Grocery,843,SUCCESS,26-35,18-25,Gujarat,SBI,HDFC,Android,4G,0,16,Friday,0
TXN0000241771,Bill Payment,Other,220,SUCCESS,26-35,26-35,Rajasthan,HDFC,Axis,Android,5G,0,18,Wednesday,0
TXN0000112429,P2M,Grocery,420,SUCCESS,36-45,26-35,Maharashtra,PNB,SBI,Android,5G,0,23,Friday,0
TXN0000076291,P2P,Utilities,1563,SUCCESS,18-25,46-55,Tamil Nadu,HDFC,Kotak,Android,3G,0,18,Friday,0
TXN0000209756,Recharge,Food,533,SUCCESS,26-35,36-45,Maharashtra,SBI,SBI,iOS,4G,0,13,Monday,0
TXN0000082769,P2P,Entertainment,721,SUCCESS,26-35,36-45,Tamil Nadu,Kotak,ICICI,Android,5G,0,21,Saturday,1
TXN0000166766,P2P,Healthcare,637,SUCCESS,36-45,26-35,West Bengal,SBI,HDFC,Android,5G,0,19,Tuesday,0
TXN0000119021,P2M,Grocery,400,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,SBI,Android,4G,0,16,Tuesday,0
TXN0000000067,P2M,Other,394,SUCCESS,56+,46-55,Uttar Pradesh,SBI,ICICI,Android,4G,0,5,Sunday,1
TXN0000167709,P2P,Grocery,988,SUCCESS,36-45,46-55,Andhra Pradesh,HDFC,Yes Bank,iOS,5G,0,20,Monday,0
TXN0000163325,Recharge,Other,1646,SUCCESS,18-25,36-45,Gujarat,Kotak,Axis,Web,5G,0,19,Wednesday,0
TXN0000175596,P2P,Entertainment,333,SUCCESS,26-35,26-35,Rajasthan,Kotak,Axis,iOS,4G,0,13,Wednesday,0
TXN0000080864,P2P,Shopping,8621,SUCCESS,26-35,36-45,Delhi,SBI,SBI,Android,4G,0,9,Thursday,0
TXN0000170955,P2P,Education,7887,SUCCESS,56+,26-35,Telangana,Kotak,HDFC,iOS,4G,0,20,Tuesday,0
TXN0000222442,P2M,Other,457,SUCCESS,46-55,26-35,Tamil Nadu,IndusInd,ICICI,Android,5G,0,18,Friday,0
TXN0000191304,P2M,Entertainment,180,SUCCESS,56+,26-35,Andhra Pradesh,SBI,ICICI,iOS,4G,0,20,Thursday,0
TXN0000172647,Bill Payment,Utilities,8840,SUCCESS,36-45,46-55,Rajasthan,Axis,SBI,Android,4G,0,15,Sunday,1
TXN0000077995,P2P,Shopping,533,SUCCESS,26-35,26-35,Telangana,IndusInd,ICICI,Android,4G,0,19,Tuesday,0
TXN0000175400,P2P,Grocery,166,SUCCESS,56+,26-35,Gujarat,Yes Bank,SBI,Android,4G,0,11,Monday,0
TXN0000228072,P2P,Grocery,140,SUCCESS,26-35,26-35,Karnataka,HDFC,ICICI,Android,5G,0,22,Saturday,1
TXN0000029778,Bill Payment,Entertainment,535,FAILED,18-25,36-45,Maharashtra,Yes Bank,SBI,Android,4G,0,17,Saturday,1
TXN0000022786,P2M,Other,338,SUCCESS,36-45,26-35,Karnataka,ICICI,HDFC,Android,4G,0,13,Tuesday,0
TXN0000095674,P2P,Healthcare,473,SUCCESS,26-35,26-35,West Bengal,ICICI,SBI,Android,4G,0,13,Friday,0
TXN0000010212,Recharge,Grocery,2324,SUCCESS,36-45,46-55,West Bengal,SBI,ICICI,Android,4G,0,18,Wednesday,0
TXN0000152865,P2M,Shopping,592,SUCCESS,26-35,18-25,Delhi,PNB,SBI,Android,4G,0,17,Thursday,0
TXN0000178032,P2P,Fuel,1247,SUCCESS,18-25,46-55,Uttar Pradesh,IndusInd,PNB,Android,5G,0,12,Tuesday,0
TXN0000165089,Bill Payment,Utilities,303,SUCCESS,18-25,26-35,Karnataka,SBI,ICICI,Android,4G,0,11,Tuesday,0
TXN0000061498,P2M,Transport,328,FAILED,56+,36-45,Uttar Pradesh,PNB,SBI,Android,5G,0,12,Wednesday,0
TXN0000105112,Bill Payment,Food,78,SUCCESS,36-45,18-25,Karnataka,Yes Bank,Axis,Android,4G,0,6,Monday,0
TXN0000178377,P2M,Utilities,158,SUCCESS,18-25,18-25,Uttar Pradesh,ICICI,HDFC,iOS,WiFi,0,7,Thursday,0
TXN0000134346,P2P,Food,191,SUCCESS,36-45,26-35,Tamil Nadu,HDFC,Kotak,Android,4G,0,19,Saturday,1
